Temps(s)	sigV(MPa)	Defcapt	Defax	Defrad	Defvol	Deplctcapt(m)
3.025452E+2	1.309036E+1	3.001842E-3	2.702391E-3	5.148444E-4	3.732080E-3	1.198335E+2
3.037571E+2	1.318342E+1	3.014967E-3	2.715305E-3	5.170425E-4	3.749390E-3	1.203575E+2
3.049680E+2	1.328885E+1	3.027898E-3	2.729181E-3	5.193094E-4	3.767800E-3	1.208737E+2
3.061790E+2	1.334500E+1	3.038378E-3	2.740378E-3	5.219883E-4	3.784354E-3	1.212920E+2
3.073909E+2	1.342405E+1	3.049337E-3	2.751505E-3	5.244612E-4	3.800428E-3	1.217295E+2
3.086018E+2	1.354380E+1	3.063278E-3	2.766412E-3	5.269341E-4	3.820280E-3	1.222861E+2
3.098137E+2	1.363208E+1	3.076014E-3	2.778776E-3	5.296818E-4	3.838139E-3	1.227945E+2
3.110247E+2	1.370629E+1	3.087447E-3	2.790797E-3	5.313990E-4	3.853595E-3	1.232509E+2
3.122366E+2	1.379204E+1	3.099173E-3	2.802337E-3	5.339406E-4	3.870218E-3	1.237190E+2
3.134475E+2	1.388720E+1	3.111327E-3	2.815114E-3	5.366883E-4	3.888490E-3	1.242042E+2
3.146604E+2	1.399546E+1	3.124821E-3	2.829882E-3	5.392299E-4	3.908342E-3	1.247429E+2
3.158714E+2	1.406438E+1	3.135320E-3	2.840667E-3	5.413593E-4	3.923385E-3	1.251620E+2
3.170823E+2	1.415039E+1	3.147068E-3	2.852619E-3	5.439696E-4	3.940558E-3	1.256310E+2
3.182942E+2	1.426190E+1	3.159910E-3	2.866014E-3	5.462364E-4	3.958487E-3	1.261436E+2
3.195061E+2	1.434765E+1	3.172516E-3	2.878790E-3	5.489154E-4	3.976621E-3	1.266469E+2
3.207180E+2	1.442722E+1	3.182815E-3	2.889644E-3	5.508387E-4	3.991321E-3	1.270580E+2
3.219290E+2	1.452631E+1	3.195007E-3	2.902626E-3	5.535177E-4	4.009661E-3	1.275447E+2
3.231399E+2	1.462780E+1	3.207798E-3	2.915059E-3	5.555784E-4	4.026216E-3	1.280553E+2
3.243509E+2	1.474152E+1	3.221227E-3	2.929072E-3	5.582574E-4	4.045587E-3	1.285914E+2
3.255618E+2	1.481539E+1	3.232789E-3	2.940612E-3	5.601121E-4	4.060836E-3	1.290530E+2
3.267727E+2	1.490902E+1	3.244497E-3	2.953183E-3	5.632031E-4	4.079589E-3	1.295203E+2
3.279837E+2	1.502267E+1	3.257236E-3	2.966578E-3	5.654013E-4	4.097380E-3	1.300289E+2
3.291946E+2	1.512619E+1	3.269989E-3	2.979629E-3	5.680115E-4	4.115652E-3	1.305379E+2
3.304055E+2	1.520321E+1	3.280426E-3	2.990826E-3	5.700036E-4	4.130833E-3	1.309546E+2
3.316175E+2	1.530694E+1	3.292478E-3	3.002915E-3	5.717896E-4	4.146494E-3	1.314357E+2
3.328284E+2	1.542544E+1	3.305265E-3	3.017134E-3	5.742625E-4	4.165659E-3	1.319462E+2
3.340384E+2	1.553723E+1	3.318526E-3	3.031285E-3	5.765979E-4	4.184481E-3	1.324756E+2
3.352493E+2	1.561039E+1	3.328699E-3	3.042138E-3	5.790708E-4	4.200280E-3	1.328817E+2
3.364612E+2	1.572234E+1	3.340664E-3	3.055258E-3	5.820933E-4	4.219444E-3	1.333593E+2
3.376721E+2	1.585063E+1	3.354619E-3	3.068859E-3	5.840166E-4	4.236892E-3	1.339164E+2
3.388831E+2	1.595297E+1	3.366538E-3	3.081773E-3	5.859400E-4	4.253653E-3	1.343922E+2
3.400940E+2	1.602671E+1	3.377275E-3	3.093038E-3	5.889624E-4	4.270963E-3	1.348208E+2
3.413050E+2	1.614733E+1	3.390086E-3	3.106845E-3	5.906110E-4	4.288067E-3	1.353322E+2
3.425159E+2	1.625599E+1	3.402088E-3	3.119141E-3	5.933587E-4	4.305858E-3	1.358113E+2
3.437268E+2	1.637758E+1	3.415215E-3	3.132330E-3	5.954194E-4	4.323168E-3	1.363354E+2
3.449368E+2	1.645108E+1	3.425684E-3	3.143114E-3	5.973427E-4	4.337799E-3	1.367533E+2
3.461468E+2	1.655910E+1	3.437229E-3	3.155135E-3	5.997469E-4	4.354629E-3	1.372142E+2
3.473567E+2	1.668936E+1	3.450638E-3	3.169354E-3	6.023572E-4	4.374068E-3	1.377495E+2
3.485667E+2	1.677799E+1	3.462205E-3	3.181650E-3	6.048988E-4	4.391448E-3	1.382112E+2
3.497766E+2	1.686989E+1	3.473191E-3	3.192847E-3	6.068908E-4	4.406629E-3	1.386498E+2
3.509876E+2	1.700964E+1	3.486148E-3	3.206654E-3	6.092264E-4	4.425106E-3	1.391670E+2
3.521975E+2	1.713941E+1	3.499016E-3	3.220530E-3	6.117679E-4	4.444066E-3	1.396807E+2
3.534095E+2	1.723611E+1	3.511049E-3	3.232551E-3	6.136226E-4	4.459796E-3	1.401611E+2
3.546204E+2	1.733646E+1	3.522923E-3	3.244640E-3	6.160268E-4	4.476694E-3	1.406351E+2
3.558304E+2	1.745338E+1	3.534911E-3	3.257760E-3	6.183623E-4	4.494485E-3	1.411137E+2
3.570413E+2	1.757384E+1	3.546954E-3	3.269987E-3	6.204230E-4	4.510833E-3	1.415944E+2
3.582522E+2	1.766465E+1	3.557793E-3	3.281252E-3	6.222777E-4	4.525807E-3	1.420271E+2
3.594622E+2	1.780888E+1	3.571145E-3	3.295128E-3	6.241323E-4	4.543392E-3	1.425601E+2
3.606731E+2	1.790602E+1	3.582331E-3	3.307080E-3	6.262618E-4	4.559603E-3	1.430067E+2
3.618841E+2	1.803894E+1	3.595130E-3	3.320406E-3	6.292842E-4	4.578974E-3	1.435176E+2
3.630950E+2	1.813537E+1	3.606094E-3	3.332495E-3	6.307954E-4	4.594086E-3	1.439553E+2
3.643059E+2	1.827324E+1	3.618757E-3	3.345272E-3	6.327187E-4	4.610710E-3	1.444608E+2
3.655159E+2	1.840365E+1	3.631333E-3	3.358393E-3	6.348482E-4	4.628089E-3	1.449628E+2
3.667259E+2	1.849335E+1	3.642443E-3	3.370139E-3	6.370463E-4	4.644231E-3	1.454063E+2
3.679368E+2	1.862730E+1	3.654923E-3	3.383465E-3	6.392444E-4	4.661954E-3	1.459045E+2
3.691477E+2	1.875961E+1	3.667504E-3	3.396654E-3	6.410991E-4	4.678852E-3	1.464068E+2
3.703587E+2	1.888587E+1	3.680058E-3	3.409568E-3	6.432972E-4	4.696162E-3	1.469079E+2
3.715686E+2	1.898196E+1	3.690517E-3	3.420421E-3	6.449458E-4	4.710313E-3	1.473254E+2
3.727796E+2	1.913258E+1	3.703722E-3	3.433747E-3	6.476248E-4	4.728997E-3	1.478526E+2
3.739915E+2	1.926579E+1	3.716276E-3	3.447691E-3	6.493420E-4	4.746375E-3	1.483537E+2
3.752024E+2	1.936676E+1	3.726882E-3	3.459094E-3	6.518149E-4	4.762724E-3	1.487771E+2
3.764124E+2	1.951389E+1	3.739573E-3	3.472557E-3	6.538756E-4	4.780309E-3	1.492838E+2
3.776223E+2	1.964843E+1	3.752745E-3	3.486021E-3	6.553182E-4	4.796657E-3	1.498096E+2
3.788333E+2	1.976734E+1	3.763723E-3	3.497355E-3	6.574476E-4	4.812250E-3	1.502478E+2
3.800442E+2	1.988387E+1	3.775486E-3	3.509788E-3	6.598518E-4	4.829491E-3	1.507174E+2
3.812552E+2	2.002821E+1	3.788135E-3	3.522977E-3	6.617065E-4	4.846390E-3	1.512224E+2
3.824661E+2	2.016648E+1	3.799956E-3	3.535616E-3	6.634237E-4	4.862463E-3	1.516943E+2
3.836770E+2	2.026990E+1	3.810961E-3	3.547294E-3	6.658279E-4	4.878949E-3	1.521336E+2
3.848880E+2	2.043601E+1	3.824578E-3	3.561032E-3	6.676139E-4	4.896260E-3	1.526772E+2
3.860979E+2	2.056811E+1	3.836589E-3	3.573946E-3	6.696747E-4	4.913295E-3	1.531566E+2
3.873089E+2	2.067828E+1	3.847178E-3	3.585211E-3	6.708424E-4	4.926896E-3	1.535793E+2
3.885198E+2	2.083615E+1	3.860523E-3	3.598606E-3	6.733840E-4	4.945374E-3	1.541121E+2
3.897307E+2	2.098424E+1	3.873027E-3	3.612206E-3	6.750326E-4	4.962271E-3	1.546113E+2
3.909417E+2	2.110572E+1	3.884626E-3	3.623265E-3	6.772307E-4	4.977727E-3	1.550743E+2
3.921526E+2	2.125063E+1	3.896897E-3	3.636798E-3	6.787419E-4	4.994282E-3	1.555641E+2
3.933636E+2	2.140174E+1	3.909502E-3	3.650399E-3	6.809401E-4	5.012279E-3	1.560673E+2
3.945755E+2	2.153836E+1	3.921184E-3	3.662694E-3	6.825199E-4	5.027734E-3	1.565337E+2
3.957864E+2	2.167262E+1	3.932951E-3	3.675265E-3	6.849928E-4	5.045251E-3	1.570034E+2
3.969964E+2	2.181503E+1	3.945149E-3	3.687355E-3	6.863666E-4	5.060088E-3	1.574904E+2
3.982073E+2	2.197264E+1	3.957254E-3	3.700062E-3	6.882213E-4	5.076505E-3	1.579736E+2
3.994192E+2	2.208956E+1	3.968535E-3	3.712083E-3	6.900759E-4	5.092235E-3	1.584239E+2
4.006302E+2	2.225789E+1	3.981489E-3	3.725753E-3	6.922054E-4	5.110163E-3	1.589410E+2
4.018411E+2	2.241349E+1	3.993812E-3	3.739079E-3	6.935792E-4	5.126237E-3	1.594330E+2
4.030520E+2	2.253538E+1	4.004418E-3	3.749657E-3	6.957086E-4	5.141075E-3	1.598564E+2
4.042630E+2	2.270761E+1	4.017215E-3	3.763053E-3	6.970825E-4	5.157218E-3	1.603672E+2
4.054739E+2	2.287004E+1	4.029204E-3	3.776516E-3	6.992806E-4	5.175077E-3	1.608458E+2
4.066848E+2	2.300623E+1	4.040963E-3	3.788537E-3	7.009979E-4	5.190533E-3	1.613152E+2
4.078958E+2	2.317611E+1	4.054048E-3	3.802687E-3	7.025778E-4	5.207842E-3	1.618376E+2
4.091067E+2	2.334290E+1	4.066719E-3	3.815738E-3	7.043637E-4	5.224465E-3	1.623434E+2
4.103177E+2	2.347378E+1	4.078560E-3	3.827622E-3	7.063557E-4	5.240333E-3	1.628161E+2
4.115286E+2	2.363394E+1	4.090191E-3	3.840055E-3	7.077983E-4	5.255651E-3	1.632804E+2
4.127395E+2	2.379067E+1	4.102774E-3	3.852282E-3	7.091034E-4	5.270489E-3	1.637827E+2
4.139514E+2	2.394368E+1	4.114561E-3	3.865058E-3	7.110268E-4	5.287112E-3	1.642533E+2
4.151624E+2	2.409415E+1	4.125783E-3	3.877835E-3	7.122632E-4	5.302361E-3	1.647013E+2
4.163723E+2	2.427197E+1	4.138967E-3	3.891230E-3	7.144613E-4	5.320153E-3	1.652276E+2
4.175833E+2	2.443316E+1	4.150435E-3	3.902839E-3	7.161099E-4	5.335058E-3	1.656854E+2
4.187942E+2	2.458494E+1	4.162082E-3	3.915890E-3	7.171403E-4	5.350170E-3	1.661503E+2
4.200052E+2	2.477231E+1	4.174870E-3	3.928941E-3	7.192010E-4	5.367343E-3	1.666608E+2
4.212161E+2	2.493310E+1	4.187586E-3	3.942336E-3	7.211244E-4	5.384585E-3	1.671684E+2
4.224270E+2	2.506470E+1	4.197870E-3	3.952434E-3	7.220861E-4	5.396606E-3	1.675790E+2
4.236380E+2	2.526870E+1	4.211744E-3	3.967409E-3	7.237347E-4	5.414878E-3	1.681328E+2
4.248489E+2	2.541952E+1	4.223041E-3	3.978536E-3	7.253145E-4	5.429165E-3	1.685838E+2
4.260598E+2	2.557337E+1	4.234373E-3	3.990626E-3	7.269631E-4	5.444552E-3	1.690362E+2
4.272708E+2	2.576746E+1	4.247257E-3	4.004364E-3	7.279248E-4	5.460214E-3	1.695505E+2
4.284817E+2	2.594327E+1	4.259084E-3	4.017621E-3	7.290926E-4	5.475806E-3	1.700226E+2
4.296927E+2	2.609729E+1	4.270578E-3	4.029162E-3	7.314281E-4	5.492018E-3	1.704815E+2
4.309036E+2	2.629428E+1	4.283455E-3	4.041869E-3	7.325958E-4	5.507061E-3	1.709955E+2
4.321145E+2	2.646749E+1	4.294655E-3	4.054783E-3	7.339009E-4	5.522585E-3	1.714426E+2
4.333264E+2	2.665389E+1	4.306921E-3	4.068041E-3	7.351374E-4	5.538316E-3	1.719323E+2
4.345374E+2	2.685594E+1	4.319911E-3	4.082123E-3	7.368547E-4	5.555832E-3	1.724509E+2
4.357473E+2	2.701507E+1	4.331517E-3	4.093800E-3	7.380911E-4	5.569982E-3	1.729142E+2
4.369593E+2	2.720664E+1	4.344411E-3	4.106508E-3	7.397397E-4	5.585987E-3	1.734289E+2
4.381702E+2	2.739333E+1	4.356395E-3	4.119216E-3	7.403579E-4	5.599932E-3	1.739073E+2
4.393811E+2	2.754440E+1	4.367464E-3	4.131031E-3	7.420065E-4	5.615044E-3	1.743492E+2
4.405921E+2	2.774581E+1	4.380126E-3	4.144563E-3	7.436551E-4	5.631873E-3	1.748546E+2
4.418030E+2	2.793626E+1	4.392149E-3	4.157134E-3	7.442734E-4	5.645681E-3	1.753346E+2
4.430139E+2	2.809701E+1	4.403924E-3	4.168536E-3	7.453724E-4	5.659281E-3	1.758046E+2
4.442259E+2	2.829982E+1	4.416448E-3	4.181244E-3	7.469523E-4	5.675148E-3	1.763046E+2
4.454358E+2	2.849193E+1	4.428753E-3	4.193677E-3	7.477766E-4	5.689230E-3	1.767958E+2
4.466458E+2	2.865048E+1	4.439685E-3	4.205560E-3	7.494251E-4	5.704411E-3	1.772322E+2
4.478567E+2	2.886480E+1	4.452400E-3	4.218612E-3	7.510051E-4	5.720622E-3	1.777398E+2
4.490686E+2	2.906619E+1	4.464908E-3	4.232076E-3	7.519667E-4	5.736009E-3	1.782391E+2
4.502796E+2	2.923096E+1	4.476108E-3	4.243409E-3	7.527910E-4	5.748991E-3	1.786862E+2
4.514915E+2	2.944759E+1	4.488899E-3	4.255911E-3	7.538214E-4	5.763554E-3	1.791969E+2
4.527024E+2	2.964043E+1	4.501123E-3	4.268550E-3	7.548518E-4	5.778254E-3	1.796848E+2
4.539134E+2	2.982369E+1	4.512804E-3	4.281120E-3	7.558821E-4	5.792885E-3	1.801511E+2
4.551253E+2	3.003181E+1	4.524969E-3	4.294516E-3	7.573246E-4	5.809165E-3	1.806368E+2
4.563362E+2	3.021251E+1	4.536430E-3	4.305369E-3	7.585611E-4	5.822491E-3	1.810943E+2
4.575471E+2	3.043014E+1	4.548926E-3	4.318695E-3	7.593854E-4	5.837466E-3	1.815931E+2
4.587571E+2	3.063976E+1	4.561415E-3	4.331266E-3	7.594541E-4	5.850174E-3	1.820917E+2
4.599671E+2	3.080529E+1	4.572318E-3	4.342325E-3	7.615148E-4	5.865354E-3	1.825269E+2
4.611780E+2	3.103281E+1	4.585470E-3	4.355444E-3	7.626825E-4	5.880809E-3	1.830520E+2
4.623880E+2	3.123309E+1	4.597227E-3	4.367877E-3	7.633007E-4	5.894479E-3	1.835213E+2
4.635989E+2	3.142156E+1	4.608665E-3	4.379143E-3	7.639877E-4	5.907118E-3	1.839779E+2
4.648089E+2	3.165158E+1	4.621167E-3	4.392331E-3	7.646059E-4	5.921543E-3	1.844770E+2
4.660198E+2	3.183999E+1	4.632685E-3	4.404008E-3	7.661858E-4	5.936380E-3	1.849368E+2
4.672298E+2	3.207213E+1	4.645497E-3	4.417541E-3	7.665979E-4	5.950736E-3	1.854482E+2
4.684397E+2	3.229634E+1	4.657655E-3	4.430248E-3	7.676969E-4	5.965642E-3	1.859336E+2
4.696497E+2	3.246749E+1	4.668587E-3	4.441102E-3	7.688647E-4	5.978831E-3	1.863700E+2
4.708596E+2	3.270915E+1	4.681510E-3	4.454154E-3	7.699638E-4	5.994081E-3	1.868859E+2
4.720696E+2	3.290836E+1	4.693307E-3	4.465831E-3	7.701012E-4	6.006033E-3	1.873568E+2
4.732796E+2	3.312557E+1	4.705381E-3	4.478883E-3	7.714063E-4	6.021695E-3	1.878388E+2
4.744895E+2	3.335874E+1	4.718120E-3	4.491865E-3	7.719558E-4	6.035777E-3	1.883473E+2
4.757014E+2	3.352962E+1	4.728930E-3	4.502237E-3	7.731236E-4	6.048484E-3	1.887789E+2
4.769114E+2	3.377860E+1	4.741311E-3	4.515632E-3	7.733984E-4	6.062429E-3	1.892731E+2
4.781214E+2	3.399776E+1	4.753938E-3	4.527447E-3	7.743600E-4	6.076167E-3	1.897772E+2
4.793313E+2	3.422700E+1	4.766179E-3	4.540292E-3	7.753904E-4	6.091073E-3	1.902659E+2
4.805413E+2	3.444895E+1	4.779374E-3	4.552176E-3	7.758712E-4	6.103918E-3	1.907926E+2
4.817522E+2	3.464424E+1	4.790553E-3	4.563647E-3	7.764208E-4	6.116488E-3	1.912389E+2
4.829622E+2	3.488768E+1	4.802799E-3	4.576286E-3	7.771077E-4	6.130501E-3	1.917277E+2
4.841731E+2	3.510095E+1	4.814913E-3	4.587551E-3	7.777259E-4	6.143003E-3	1.922113E+2
4.853831E+2	3.533994E+1	4.827620E-3	4.600534E-3	7.779319E-4	6.156398E-3	1.927186E+2
4.865940E+2	3.556332E+1	4.839783E-3	4.612486E-3	7.786189E-4	6.169724E-3	1.932041E+2
4.878040E+2	3.575234E+1	4.850442E-3	4.623889E-3	7.792371E-4	6.182363E-3	1.936297E+2
4.890149E+2	3.599363E+1	4.862592E-3	4.635773E-3	7.806109E-4	6.196994E-3	1.941147E+2
4.902259E+2	3.623319E+1	4.874150E-3	4.648412E-3	7.811605E-4	6.210733E-3	1.945761E+2
4.914358E+2	3.647590E+1	4.886698E-3	4.659953E-3	7.809544E-4	6.221861E-3	1.950770E+2
4.926458E+2	3.673208E+1	4.899243E-3	4.673347E-3	7.815039E-4	6.236355E-3	1.955778E+2
4.938557E+2	3.694231E+1	4.910379E-3	4.685505E-3	7.823282E-4	6.250162E-3	1.960223E+2
4.950657E+2	3.720654E+1	4.922993E-3	4.698007E-3	7.823969E-4	6.262801E-3	1.965259E+2
4.962766E+2	3.742229E+1	4.934910E-3	4.709822E-3	7.833586E-4	6.276539E-3	1.970016E+2
4.974876E+2	3.767881E+1	4.947184E-3	4.721775E-3	7.834273E-4	6.288629E-3	1.974916E+2
4.986975E+2	3.792556E+1	4.959559E-3	4.734552E-3	7.838394E-4	6.302230E-3	1.979856E+2
4.999085E+2	3.814916E+1	4.971209E-3	4.746228E-3	7.843889E-4	6.315006E-3	1.984507E+2
5.011184E+2	3.839842E+1	4.983116E-3	4.757975E-3	7.850071E-4	6.327989E-3	1.989260E+2
5.023284E+2	3.862058E+1	4.995320E-3	4.769308E-3	7.850071E-4	6.339323E-3	1.994132E+2
5.035384E+2	3.887790E+1	5.007625E-3	4.782085E-3	7.853506E-4	6.352786E-3	1.999044E+2
5.047493E+2	3.910953E+1	5.019236E-3	4.793282E-3	7.854880E-4	6.364258E-3	2.003679E+2
5.059593E+2	3.936619E+1	5.031945E-3	4.805990E-3	7.864496E-4	6.378889E-3	2.008753E+2
5.071702E+2	3.961710E+1	5.044020E-3	4.817255E-3	7.863810E-4	6.390017E-3	2.013573E+2
5.083802E+2	3.986482E+1	5.056411E-3	4.829756E-3	7.861748E-4	6.402106E-3	2.018519E+2
5.095911E+2	4.011314E+1	5.068666E-3	4.841777E-3	7.867244E-4	6.415226E-3	2.023412E+2
5.108020E+2	4.033072E+1	5.079813E-3	4.852081E-3	7.866557E-4	6.425393E-3	2.027861E+2
5.120120E+2	4.060666E+1	5.092191E-3	4.864309E-3	7.869305E-4	6.438170E-3	2.032803E+2
5.132229E+2	4.082828E+1	5.103035E-3	4.875574E-3	7.873427E-4	6.450260E-3	2.037132E+2
5.144329E+2	4.112521E+1	5.115806E-3	4.888900E-3	7.875487E-4	6.463998E-3	2.042230E+2
5.156438E+2	4.137272E+1	5.127515E-3	4.900578E-3	7.878235E-4	6.476225E-3	2.046904E+2
5.168548E+2	4.164358E+1	5.139517E-3	4.912804E-3	7.878921E-4	6.488589E-3	2.051695E+2
5.180647E+2	4.191271E+1	5.151956E-3	4.924619E-3	7.878921E-4	6.500403E-3	2.056661E+2
5.192757E+2	4.218884E+1	5.164155E-3	4.937190E-3	7.883043E-4	6.513798E-3	2.061531E+2
5.204856E+2	4.245948E+1	5.176869E-3	4.949691E-3	7.882356E-4	6.526162E-3	2.066606E+2
5.216966E+2	4.270732E+1	5.188669E-3	4.961644E-3	7.881669E-4	6.537978E-3	2.071317E+2
5.229085E+2	4.298549E+1	5.200789E-3	4.972909E-3	7.882356E-4	6.549380E-3	2.076155E+2
5.241194E+2	4.321974E+1	5.211821E-3	4.984449E-3	7.875487E-4	6.559547E-3	2.080559E+2
5.253304E+2	4.350914E+1	5.224643E-3	4.996883E-3	7.878235E-4	6.572530E-3	2.085677E+2
5.265413E+2	4.377318E+1	5.235864E-3	5.008766E-3	7.874114E-4	6.583589E-3	2.090157E+2
5.277522E+2	4.407011E+1	5.248852E-3	5.021612E-3	7.876861E-4	6.596984E-3	2.095342E+2
5.289632E+2	4.431611E+1	5.259675E-3	5.032946E-3	7.878235E-4	6.608593E-3	2.099662E+2
5.301741E+2	4.463769E+1	5.272774E-3	5.046272E-3	7.874800E-4	6.621232E-3	2.104891E+2
5.313841E+2	4.489918E+1	5.284871E-3	5.057675E-3	7.872053E-4	6.632085E-3	2.109721E+2
5.325950E+2	4.520402E+1	5.297884E-3	5.070451E-3	7.871366E-4	6.644724E-3	2.114915E+2
5.338059E+2	4.545198E+1	5.308951E-3	5.080892E-3	7.876174E-4	6.656127E-3	2.119333E+2
5.350169E+2	4.575919E+1	5.321825E-3	5.093806E-3	7.868618E-4	6.667530E-3	2.124472E+2
5.362278E+2	4.601650E+1	5.332507E-3	5.104796E-3	7.869305E-4	6.678657E-3	2.128737E+2
5.374387E+2	4.632438E+1	5.344904E-3	5.117985E-3	7.863810E-4	6.690747E-3	2.133686E+2
5.386487E+2	4.662202E+1	5.356914E-3	5.129869E-3	7.862436E-4	6.702356E-3	2.138480E+2
5.398596E+2	4.692920E+1	5.369434E-3	5.142714E-3	7.856941E-4	6.714102E-3	2.143478E+2
5.410706E+2	4.720608E+1	5.380562E-3	5.154391E-3	7.854193E-4	6.725230E-3	2.147920E+2
5.422815E+2	4.751650E+1	5.393078E-3	5.167099E-3	7.848698E-4	6.736839E-3	2.152917E+2
5.434934E+2	4.781519E+1	5.405290E-3	5.178502E-3	7.850071E-4	6.748516E-3	2.157792E+2
5.447044E+2	4.813130E+1	5.418532E-3	5.191759E-3	7.839767E-4	6.759712E-3	2.163078E+2
5.459134E+2	4.838556E+1	5.429509E-3	5.202269E-3	7.845263E-4	6.771322E-3	2.167460E+2
5.471233E+2	4.870501E+1	5.441962E-3	5.215183E-3	7.834959E-4	6.782175E-3	2.172431E+2
5.483343E+2	4.900100E+1	5.453923E-3	5.226861E-3	7.837020E-4	6.794265E-3	2.177206E+2
5.495442E+2	4.930697E+1	5.466442E-3	5.239362E-3	7.826029E-4	6.804568E-3	2.182204E+2
5.507552E+2	4.958236E+1	5.477581E-3	5.250009E-3	7.824655E-4	6.814940E-3	2.186650E+2
5.519651E+2	4.989570E+1	5.489910E-3	5.262717E-3	7.821221E-4	6.826961E-3	2.191572E+2
5.531751E+2	5.021546E+1	5.502364E-3	5.275562E-3	7.817099E-4	6.838982E-3	2.196544E+2
5.543850E+2	5.053567E+1	5.515076E-3	5.287721E-3	7.807483E-4	6.849217E-3	2.201618E+2
5.555960E+2	5.080792E+1	5.526224E-3	5.298505E-3	7.803361E-4	6.859177E-3	2.206069E+2
5.568069E+2	5.113791E+1	5.538263E-3	5.310801E-3	7.797179E-4	6.870237E-3	2.210874E+2
5.580169E+2	5.144535E+1	5.550638E-3	5.323234E-3	7.788249E-4	6.880884E-3	2.215815E+2
5.592268E+2	5.177243E+1	5.562871E-3	5.335460E-3	7.784127E-4	6.892286E-3	2.220698E+2
5.604368E+2	5.207003E+1	5.573912E-3	5.346383E-3	7.780006E-4	6.902384E-3	2.225106E+2
5.616477E+2	5.242765E+1	5.587542E-3	5.361289E-3	7.771076E-4	6.915504E-3	2.230547E+2
5.628577E+2	5.273704E+1	5.598777E-3	5.372279E-3	7.762146E-4	6.924708E-3	2.235032E+2
5.640686E+2	5.309016E+1	5.612291E-3	5.385881E-3	7.758712E-4	6.937623E-3	2.240427E+2
5.652786E+2	5.337979E+1	5.623158E-3	5.396321E-3	7.751156E-4	6.946553E-3	2.244765E+2
5.664886E+2	5.372960E+1	5.634923E-3	5.409990E-3	7.744287E-4	6.958848E-3	2.249461E+2
5.676985E+2	5.405780E+1	5.647061E-3	5.422286E-3	7.732609E-4	6.968808E-3	2.254307E+2
5.689104E+2	5.442789E+1	5.659992E-3	5.435956E-3	7.722992E-4	6.980554E-3	2.259469E+2
5.701214E+2	5.473503E+1	5.671218E-3	5.447908E-3	7.724366E-4	6.992782E-3	2.263950E+2
5.713323E+2	5.508325E+1	5.683466E-3	5.460409E-3	7.707880E-4	7.001985E-3	2.268840E+2
5.725423E+2	5.539423E+1	5.694997E-3	5.472019E-3	7.708567E-4	7.013732E-3	2.273443E+2
5.737522E+2	5.577318E+1	5.708275E-3	5.485620E-3	7.696202E-4	7.024860E-3	2.278744E+2
5.749622E+2	5.610080E+1	5.719832E-3	5.497435E-3	7.685212E-4	7.034477E-3	2.283357E+2
5.761731E+2	5.642922E+1	5.731638E-3	5.509249E-3	7.674221E-4	7.044093E-3	2.288070E+2
5.773841E+2	5.676270E+1	5.743434E-3	5.520857E-3	7.665291E-4	7.053916E-3	2.292779E+2
5.785940E+2	5.708928E+1	5.754771E-3	5.533772E-3	7.658422E-4	7.065456E-3	2.297305E+2
5.798050E+2	5.746727E+1	5.767247E-3	5.546754E-3	7.649492E-4	7.076653E-3	2.302285E+2
5.810149E+2	5.781069E+1	5.778902E-3	5.559256E-3	7.643997E-4	7.088056E-3	2.306938E+2
5.822259E+2	5.820079E+1	5.792278E-3	5.572719E-3	7.630258E-4	7.098771E-3	2.312278E+2
5.834368E+2	5.853529E+1	5.803570E-3	5.584741E-3	7.618581E-4	7.108457E-3	2.316785E+2
5.846477E+2	5.891297E+1	5.816174E-3	5.596968E-3	7.605530E-4	7.118074E-3	2.321817E+2
5.858577E+2	5.925195E+1	5.827720E-3	5.609538E-3	7.600721E-4	7.129683E-3	2.326426E+2
5.870686E+2	5.960098E+1	5.839586E-3	5.621284E-3	7.584235E-4	7.138131E-3	2.331163E+2
5.882796E+2	5.997422E+1	5.852287E-3	5.634267E-3	7.577367E-4	7.149741E-3	2.336233E+2
5.894915E+2	6.030730E+1	5.863652E-3	5.646425E-3	7.569123E-4	7.160250E-3	2.340770E+2
5.907024E+2	6.070195E+1	5.876242E-3	5.659408E-3	7.552638E-4	7.169936E-3	2.345796E+2
5.919124E+2	6.106042E+1	5.887894E-3	5.671910E-3	7.539587E-4	7.179827E-3	2.350447E+2
5.931214E+2	6.143879E+1	5.900160E-3	5.684343E-3	7.529283E-4	7.190200E-3	2.355344E+2
5.943313E+2	6.182302E+1	5.913006E-3	5.698012E-3	7.517605E-4	7.201533E-3	2.360472E+2
5.955423E+2	6.216108E+1	5.924474E-3	5.709690E-3	7.507301E-4	7.211150E-3	2.365050E+2
5.967522E+2	6.255049E+1	5.936534E-3	5.722398E-3	7.494937E-4	7.221385E-3	2.369864E+2
5.979632E+2	6.290324E+1	5.948954E-3	5.733869E-3	7.481885E-4	7.230246E-3	2.374822E+2
5.991731E+2	6.329416E+1	5.961364E-3	5.746783E-3	7.467460E-4	7.240275E-3	2.379776E+2
6.003841E+2	6.364601E+1	5.972041E-3	5.758528E-3	7.459217E-4	7.250372E-3	2.384039E+2
6.015940E+2	6.401920E+1	5.984067E-3	5.770892E-3	7.437236E-4	7.258340E-3	2.388840E+2
6.028050E+2	6.443608E+1	5.996335E-3	5.784493E-3	7.432427E-4	7.270978E-3	2.393737E+2
